,城市,公司名称,学历要求,工作经验,招聘岗位,薪资待遇,职位描述,薪资下限,薪资上限
131,上海市,上海嘉银科技股份有限公司,本科,5-10年,资深大数据工程师,30000-40000元/月,"岗位职责：
1、负责基于hadoop大数据技术数据仓库产品设计，包括数仓整体架构设计、数据治理，数据标准建设及维护模型的设计等；完成设计类技术文档。
2、参与数据类产品和系统的设计和评审，保障数据平台架构稳定
3、负责数据仓库ETL流程的优化及解决ETL相关技术问题.
4、满足业务方的数据需求，提供面向业务报表、数据提取等数据服务；为日常运营管理和改进提供支持，在一定程度上给予评估和优化建议。
任职要求：
1、本科及以上学历，统计学、数学、计算机相关专业；
2、5年以上数仓实施经验，对数据仓库各类建模理论有深入的理解，具备大型数据仓库架构设计、模型设计和处理性能调优等相关经验；
3、具有丰富的基于Hadoop/Flink/Hive/Spark等分布式系统的大数据开发经验，具备海量数据加工处理（ETL）相关经验；
4、具备数据敏感性和探知欲，专注数据的价值发现和转化；
5、学习能力强，喜欢研究开源新技术，有团队观念，具备独立解决问题的能力；性格积极乐观，良好沟通合作，善于思考总结，可承担较大的工作压力",30000,40000
132,上海市,上海盟鼎网络科技有限公司,本科,1-3年,大数据开发工程师,8000-11000元/月,,8000,11000
133,上海市,华为技术有限公司,本科,5-10年,大数据开发工程师,45000-70000元/月,"岗位职责：
1、负责鲲鹏处理器下，Spark、Hive、Hbase等大数据组件性能优化需求的详细设计和开发；
2、负责华为数据虚拟化引擎的技术竞争力构筑、需求开发、开源社区建设；
3、参与大数据业务的workload特征分析、建模和性能调优；
4、参与调研业内领先的大数据技术解决方案，结合实际应用场景进行创新应用试验和业务落地，编写相关论文和专利。

任职要求：
1、熟悉大数据主流开发框架：Spark、Hbase、Hive、Hadoop、Flink等常用组件的使用，至少了解一种组件的实现原理，具备性能调优经验者优先
2、熟悉OLAP引擎基本原理，对Spark SQL、Hive、Flink SQL有实战经验者优先
3、熟悉开源社区运作流程，有社区代码提交经验者优先。",45000,70000
134,上海市,上海卡鲁自动化科技有限公司,本科,不限,大数据开发工程师,6000-11000元/月,"职位描述：
1、大数据领域软件开发，包括算法开发、测试等相关工作；
2、工业设备数据的存储、处理与分析；
3、工艺设计、生产控制和设备匹配等工业流程的自动化实现；
4、协助Web端服务的开发与维护；
5、完成相关技术文档的起草、整理和管理工作。
 
岗位要求：
1、扎实的计算机系统和算法基础知识，有良好的操作系统、数据结构和软件编程算法功底； 
2、熟练运用C++、Python、Java、VBA语言中的一种或多种；
3、熟悉Oracle, MySQL, PostgreSQL, NoSQL DB和Hive, GreenPlum等数据管理技术中的一种或几种；
4、熟悉UG、CAD等软件二次开发者优先；
5、熟悉Hadoop, Hive, HBase, Spark, Flink, ElasticSearch, Kafka, Kylin等常见大数据组件者优先
6、英语良好，可以顺畅地阅读与理解英文技术资料；
7、能够适应短期的出差和现场调试。",6000,11000
135,上海市,上海华为技术有限公司,本科,1-3年,大数据开发工程师,15000-25000元/月,"OD招聘
【岗位职责】
1、负责存储大数据存算分离 、数据湖、流式存储 特性的设计、代码开发，测试验证及运维工作，保证系统可靠性，可伸缩性和高性能；
2、负责交付特性/子系统设计文档和接口，主导特性交付；
3、参与在实现中验证设计的工作，完成设计问题分析和预防的工作。
【岗位要求】
1.掌握C/C++/Java/Scala/Python语言，熟悉Linux操作系统；
2、熟悉oracle、mysql等主流数据库技术中的一种，有在中大型项目中的实际应用经验。
3、熟悉大数据相关组件Hadoop/Flink/HBase/Spark/Sqoop/Oozie/Flume/Kafka/Storm/Hive/Elasticsearch/Presto/CarbonData/Hudi/ClickHouse内核源码，系统性能调优和分布式架构经验优先；",15000,25000
136,上海市,上海勃池信息技术有限公司,本科,3-5年,大数据开发工程师,20000-35000元/月,"职责：
1、主要负责各类核心系统的研发工作，推进业务发展
2、设计、实施与维护系统架构，从而支撑高灵活、高性能的业务需求
3、与数据提供商进行技术对接，对数据进行转换、清洗，并提供各类数据服务
4、负责大数据平台的设计、开发、维护与优化，为研究部门提供可靠、高质量、稳定的数据

任职要求：
1、计算机相关专业，本科及以上学历
2、3年以上工作经验，2年以上java开发经验，1年以上大数据平台开发经验
3、扎实的计算机专业基础，包括算法和数据结构，计算机网络，数据库等
4、熟悉Hadoop生态圈(如:hive、spark、hbase等等)，知晓各个组件运行原理
5、熟悉各类关系型数据库(如:mysql、pgsql、oracle)，有良好的sql优化能力
sql编写能力
6、精通orm框架、关系型数据库设计以及熟悉Spring、Springmvc、SpringBoot、MyBatis等开源框架的使用
7、熟悉缓存redis、消息队列(如kafka等)的使用，熟练使用Maven，git等开发工具;
8、具备shell、python等脚本编程能力
9、有良好的代码编写规范",20000,35000
137,上海市,蚂蚁胜信上海信息技术有限公司,本科,3-5年,大数据开发工程师,15000-30000元/月,岗位职责: 抖音生活服务数据研发岗招聘,15000,30000
138,上海市,上海振瀚信息科技有限公司,本科,5-10年,大数据开发工程师,20000-27000元/月,,20000,27000
139,上海市,上海基分文化传播有限公司,本科,1-3年,大数据开发工程师,20000-30000元/月,"工作职责：
1、负责广告链路的数据建设，包括实时/离线数据链路建设，广告平台建设等
2、负责离线/实时数据流开发，为广告产品提供大数据存储、分析、计算支持
3、负责持续改进现有数据体系，保证系统高性能、高可用、高可扩展

任职要求：
1、本科及以上学历，计算机相关专业，5年大数据开发经验。
2、精通至少一门编程语言（Java、Scala、Python、Go、C++等，工作中Java/Scala为主）。
3、对大数据技术体系有深入的理解（包括但不限于Hadoop、Flink、Spark、HBase、Kafka、ClickHouse等，熟悉其中2项以上，紧跟开源社区动态，且有二次开发经验者优先）。
4、有广告业务知识及数据建设经验者优先，有大规模分布式系统设计及开发经验者优先（百亿级数据接入经验、PB级数据处理经验）。
5、有极强的责任心、善于沟通、工作积极主动、具备良好的团队协作能力。
6、热爱技术，对技术有追求，有业务sense，有良好的问题分析与解决能力，具备较强的的学习能力和逻辑思维能力。


额外加分项：
Github等开源社区贡献者
有大数据平台建设、开发经验
有大规模广告系统设计、开发经验",20000,30000
140,上海市,上海人工智能网络系统工程技术研究中心有限公司,本科,5-10年,大数据运维工程师,20000-35000元/月,"工作职责：
1.负责 Nebula 和 Doris 集群的部署、升级、监控、维护和优化工作，确保集群的高可用性、高性能和稳定性运行；
2.快速响应和处理系统故障，对大数据平台出现的问题进行及时排查和解决，减少系统停机时间
3.对系统性能问题进行分析和优化，持续提升大数据平台的运行效率。
4.为业务部门提供技术支持，协助开发团队进行数据查询、分析和应用开发，解决数据相关的技术问题。
5.与其他团队协作，推进大数据项目的实施和优化，共同保障公司大数据平台的稳定运行和持续发展。

岗位要求：
1.本科及以上学历，计算机相关专业；
2.熟练掌握 Nebula 和 Doris 数据库的安装、配置、管理和维护，具有丰富的实际操作经验。
3.具备扎实的大数据基础知识，熟悉 Hadoop、Spark 等大数据生态系统组件。
4.熟练掌握 Linux 操作系统，具备良好的 shell 脚本编程能力
5.具备较强的问题分析和解决能力，能够快速定位和解决大数据平台出现的各种技术问题；
6.具备良好的沟通和团队协作能力；",20000,35000
141,上海市,上海墨绿科技有限公司,大专,不限,大数据服务工程师,3000-5000元/月,"要求相关专业有一定相关专业基础，
工作内容
1、负责大数据的相关服务，确保数据处理的高效性。
2、参与数据平台的设计，优化数据处理流程，提升系统性能。
3、与团队合作，完成数据解决方案的实施，支持业务决策。

任职要求
1、具备扎实的软件编程能力，熟悉大数据相关技术栈。
2、能够独立完成数据相关任务，具有良好的问题解决能力。
3、具有团队合作精神，能够有效沟通，协同工作。",3000,5000
142,上海市,北京哆啦保科技有限公司,本科,3-5年,大数据开发工程师,15000-20000元/月,"岗位职责：
1、负责公司相关产品与业务支撑系统的开发；
2、参与项目沟通分析业务需求，负责系统、数据建模设计；
3、负责系统重构、优化、持续迭代，并具有一定的业务、系统架构设计思维；
4、具有一定的技术文档的撰写能力；
5、解决系统运行中的各种问题，具有云服务器的运维部署经验；
6、根据需求完成模块功能设计、开发与单元测试；
任职要求：
1、 计算机或软件工程相关专业本科学历及以上，5年及以上Java开发经验，履历虚假者请勿投递；
2、有Java较全的知识面，编程基础扎实，熟悉Springboot、Springcloud、MyBatis等主流框架/库，并具有相关开发经验；
3、熟悉缓存、消息等相关技术，如redis、mq等；
4、思维灵活，热爱技术，对分布式设计、并发编程有丰富的经验；
5、熟悉Linux平台下常用命令操作、环境部署；
6、熟练掌握MySql等关系型数据库，熟练运用Sql语句进行数据库操作;
7、具有较好的沟通能力、较强的创新和学习能力、有团队合作意识和责任心。
8、具有金融行业软件开发经验者优先。",15000,20000
143,上海市,北京镁伽机器人科技有限公司,本科,3-5年,大数据算法工程师,40000-60000元/月,"工作职责:
1. 基于实验室自动化设备采集的数据，与数据工程师共同设计ETL相关方法和表结构，为后续数据的进一步挖掘打基础。
2. 基于大模型（LLM）、多模态融合等算法，参与实验室系统知识图谱体系建设。搭建结构化数据的挖掘体系，包括数据的分类、关键信息的抽取、数据的关联、文本摘要等任务。
3. 参与非结构化的内容的理解，包括文档结构化、图像识别等算法。
4. 参与科学文献、蛋白序列的智能搜索、智能关联、实验室自动化设备的智能决策，智能纠错等算法建设。

任职资格:
1. 计算机、数学、统计等相关专业的硕士或以上学历； 
2. 三年以上数据挖掘或者机器学习相关工作经验；
3. 熟练运用SQL、Python、Java等工具；  
4. 有机器学习、深度学习和自然语言处理等项目经验，熟悉sklearn、pytorch和tensorflow等框架
5. 精通Spark以及熟悉以下中的多项者优先，e.g. Hadoop, Flink, Hive, Azkaban, ElasticSearch, kafka, hbase, etc； 
6. 突出的分析问题和解决问题能力，自我驱动，并且具备较强的学习能力、创新应用能力及沟通协调能力；",40000,60000
